ID,Name,Nationality,BeginDate,EndDate,Gender
23744,A. Vabbe,Malaysian,1730,1826,male
23725,Illarion Pleshchinskii,Serbian,1950,2013,male
7477,Alfredo Jaar,Chilean,1956,1984,male
3996,Zwi Milshtein,Israeli,1934,1996,male
1784,Alexandra Exter,Russian,1882,1949,female
14286,Maria Lagorio,Finnish,1998,2064,female
23831,Vasilii Masiutin,Panamanian,1947,1981,male
7685,Peter Nadin,American,1954,2016,male
258,Michael Ayrton,British,1921,1975,male
23797,N. Istselennov,Palestinian,1990,2043,non-binary
24276,Konstantin Rotov,Filipino,1742,1783,male
2756,Ian (Hugh Guiler) Hugo,American,1898,1985,male
4491,Antonio Papasso,Italian,1932,2000,male
120,Terry Allen,American,1943,2037,male
23837,Viacheslav Pakulin,Venezuelan,1843,1917,male
2361,Maurice Grosman,American,1900,1976,male
23845,Mikhail Sokolov,Cuban,1745,1838,male
3733,Manolo (Manuel Martinez Hugue),Spanish,1872,1945,male
23766,Aleksandr Arnshtam,Beninese,1752,1824,male
3814,Frans Masereel,Belgian,1889,1972,male
6536,Jack Zajac,American,1929,2026,male
2907,Bill Jensen,American,1945,2013,male
3935,Carlos Merida,Guatemalan,1891,1984,male
23895,Georgii Noskov,Ivorian,1729,1787,male
23897,A. Paramonov,Canadian,1998,2021,non-binary
14428,Kuzma Petrov-Vodkin,Russian,1878,1939,male
5065,Pierre Roy,French,1880,1950,male
5317,Lasar Segall,Brazilian,1889,1957,male
23951,L. Ridiger,Georgian,1804,1887,non-binary
23932,Boris Ender,Russian,1893,1960,male
6275,Max Weber,American,1881,1961,male
3530,Sonia Lewitzka,Polish,1882,1937,female
4093,Morillon,French,1719,1750,male
3752,Jean Marchand,French,1883,1940,male
2176,Pierre Girieud,French,1875,1940,male
3698,Gaspard Maillol,French,1880,1945,male
3534,Andre Lhote,French,1885,1962,male
706,Louis Bouquet,French,1885,1952,male
4896,Enric Ricart,Spanish,1893,1960,male
2130,Paul-Elie Gernez,French,1888,1948,male
2012,Othon Friesz,French,1879,1949,male
5885,Henriette Tirman,French,1875,1952,female
1470,Aime Felix Del Marle,French,1889,1952,male
4828,Marie Raymond,French,1908,1988,female
6240,Nicolaas Warb (Sophie Warburg),Dutch,1906,1957,female
1521,Jean Deyrolle,French,1911,1967,male
1731,Engel-Pak,Belgian,1885,1965,male
1913,Adolf Richard Fleischmann,German,1892,1969,male
2525,Hans Hartung,French,1904,1989,male
4024,Misztrik De Monda,Russian,1788,1832,male
4670,Serge Poliakoff,French,1900,1969,male
14976,Mikhail Tarkhanov,Romanian,1969,2052,male
2661,Hans Hinterreiter,Swiss,1902,1989,male
3611,Vreni Lowensberg,Swiss,1912,1986,female
1890,Hans Fischli,Swiss,1909,1989,male
323,John Banting,British,1902,1972,male
6466,Mary Wykeham,British,1824,1873,female
4551,Roland Penrose,British,1900,1984,male
5123,Charles Salisbury,British,1833,1930,male
5763,Geza Szobel,French,1905,1963,male
5930,Julien Trevelyan,British,1847,1869,male
1197,Ithell Colquhoun,British,1906,1988,female
24008,D. M.,Peruvian,1854,1889,non-binary
72,Pic Adrian,Romanian,1910,1998,male
6453,Troels Worsel,Danish,1950,2024,male
3724,Sylvia Plimack Mangold,American,1938,2015,female
24568,Nikolai Alekseev,Burkinabe,1978,2008,male
3505,John Levee,American,1924,2017,male
1184,Warrington Colescott,American,1921,2018,male
4569,Dolly Perutz,American,1908,1979,female
7927,Rona Pondick,American,1952,2023,female
4046,Jean Mohler,French,1713,1743,male
24010,Ivan Manatiev,Tanzanian,1703,1796,male
3046,Jean Kellogg,American,1910,1995,female
23540,Vadim Falileev,Greek,1748,1802,male
5554,Merle Spandorfer,American,1934,2009,female
4185,Elizabeth Murray,American,1940,2007,female
23704,Vera Aleksandrova,Luxembourgish,1785,1874,female
1608,Joe Downing,American,1925,2007,male
23931,B. Efimov,Russian,1900,2008,male
23811,Aleksei Kravchenko,Russian,1889,1940,male
24268,M. Litvak,Zimbabwean,1929,1949,female
6124,Bram van Velde,Dutch,1895,1981,male
24045,Boris Titov,Bosnian,1918,1985,male
4607,Francis Picabia,French,1879,1953,male
14602,Sergei Chekhonin,Yugoslav,1781,1840,male
23770,Aleksei Baev,Tunisian,1955,2004,male
4754,Jean Pougny (Ivan Puni),Russian,1892,1956,male
14632,Boris Grigor'ev,Ecuadorian,1890,1944,male
23753,Ivan Bilibin,Brazilian,1837,1883,male
486,Christian Berard,French,1902,1949,male
24211,Anatol' Petryts'kyi,Ukrainian,1895,1964,male
790,Jurgen Brodwolf,Swiss,1932,1992,male
542,Thomas Bewick,British,1753,1828,male
40561,F. Bacon,British,1883,1938,female
24073,Aleksei Levin,Brazilian,1762,1850,male
24063,B. Timov,Guatemalan,1745,1806,female
24072,G. Riftin,Vietnamese,1770,1809,male
4832,Martial Raysse,French,1936,1976,male
24094,Nikolai Denisovskii,Portuguese,1982,2072,male
23988,K.E.B.,Bahamian,1873,1920,female
7078,Ekkeland Gotze,German,1948,2013,male
23944,Anna Ostroumova-Lebedeva,Spanish,1853,1934,female
3323,Alain de La Bourdonnaye,French,1930,2016,male
7079,Heribert Ottersbach,German,1960,1988,male
7080,Robert Therrien,American,1947,2019,male
24117,Ivan Rerberg,Latvian,1993,2036,male
7081,Olaf Wegewitz,German,1949,1999,male
6390,Robert Wilson,American,1941,1986,male
24048,Iurii Sadylenko,Coptic,1949,2016,male
2893,Alfred Jarry,French,1873,1907,male
250,Milton Avery,American,1885,1965,male
7556,John Biggers,American,1924,2001,male
14744,Hr. Dubyns'kii,Congolese,1879,1977,female
5084,Allen Ruppersberg,American,1944,1971,male
24547,Lev Kaplan,Ivorian,1724,1747,male
1037,Elizabeth Catlett,American,1915,2012,female
2033,Hamish Fulton,British,1946,2041,male
3738,Matthias Mansen,German,1958,2052,male
7066,Faith Ringgold,American,1930,1966,female
24332,Mykhailo Shcheglov,Chilean,1725,1789,male
879,Edward Burne-Jones,British,1833,1898,male
23713,Marko Kyrnars'kyi,Ecuadorian,1885,1973,male
24080,Gennadii Epifanov,Ecuadorian,1837,1868,male
24082,Valerian Dvorakovskii,Salvadoran,1958,1999,male
24100,A. Radishchev,Cuban,1864,1912,non-binary
24076,Leonid Khyzhins'kyi,Portuguese,1820,1897,male
24101,Sofiia Nalepins'ka,Singaporean,1804,1865,female
24103,Vasyl' Kasiian,Zimbabwean,1716,1772,male
24004,Valentina Kulagina-Klutsis,Icelandic,1799,1822,female
24286,I. Shlepianov,Guyanese,1773,1814,male
1186,Edward Colker,American,1927,2016,male
24342,Zinovii Gorbovets,Argentine,1763,1842,male
24456,E. Rozhdestvenskaia,Chinese,1867,1888,non-binary
1192,Andre Collot,French,1897,1976,male
1268,Othon Coubine (or Otakar Kubin),Czech,1883,1969,male
7481,Lucien Pissarro,French,1863,1944,male
1279,Miguel Covarrubias,Mexican,1904,1957,male
1317,George Cruikshank,British,1792,1878,male
24389,R. Kh.,Georgian,1894,1954,female
1465,Hilaire-Germain-Edgar Degas,French,1834,1917,male
6154,Romas Viesulas,American,1918,1986,male
5639,Juan Carlos Stekelman,Argentine,1936,1990,male
24453,Vladimir Roskin,Swiss,1715,1741,male
1474,Eugene Delacroix,French,1798,1863,male
5993,Nikolai Andreevich Tyrsa,Russian,1897,1979,male
24441,E. S. Minin,Canadian,1831,1925,female
24472,Pavel Sil'vanskii,German,1932,2005,male
24178,Boris Fridkin,Canadian Inuit,1834,1884,male
23990,Evgenii Belukha,Russian,1889,1943,male
24522,Meer (Mark) Aksel'rod,Finnish,1883,1939,male
1511,Charles Despiau,French,1874,1946,male
1754,Erro (Gudmundur Gudmundsson),Icelandic,1932,1997,male
2150,Roland Giguere,Canadian,1929,2003,male
2166,Henri Ginet,French,1923,1970,male
2472,Yozo Hamaguchi,Japanese,1909,2000,male
3334,Jacques Lacomblez,Belgian,1934,1987,male
3680,Josaku Maede,Japanese,1926,1982,male
3956,Hans Meyer-Petersen,Danish,1937,2037,male
530,Gianni Bertini,Italian,1922,2011,male
974,Marie Carlier,French,1920,1986,female
1238,William Copley,American,1919,1996,male
1471,Lucio Del Pezzo,Italian,1933,2005,male
1582,Hisao Domoto,Japanese,1928,2013,male
4568,Mario Persico,Italian,1930,1984,male
4878,Carl Fredrik Reutersward,Swedish,1934,1981,male
5174,Key Sato,Japanese,1906,1978,male
6153,Jean-Pierre Vielfaure,French,1930,1957,male
374,Miriam Bat-Yosef,German,1931,1955,female
6573,Jacques Zimmerman,Belgian,1929,1962,male
1601,Gianni Dova,Italian,1925,2003,male
2508,Guy Harloff,French,1933,1991,male
2663,Philippe Hiquily,French,1925,2013,male
2805,Toshimitsu Imai,Japanese,1928,2002,male
3443,Jean-Jacques Lebel,French,1936,2017,male
3796,Philip John Martin,British,1927,2014,male
6077,Kees van Dongen,French,1877,1968,male
24331,Dmitrii Sobolev,American,1921,1996,male
42,Nobuya Abe,Japanese,1913,1971,male
3943,E.L.T. (Edouard Leon Theodore) Mesens,Belgian,1903,1968,male
4769,Bernard Quentin,French,1923,1948,male
4836,N. Krishna Reddy,Indian,1925,2018,male
4880,Paul Revel,French,1922,1983,male
5041,Mimmo Rotella,Italian,1918,2006,male
5773,Yasse Tabuchi,Japanese,1921,2009,male
5789,Takis,French,1925,2019,male
5803,Tancredi (Tancredi Parmeggiani),Italian,1927,1964,male
550,Guido Biasi,Italian,1933,2018,male
6169,Claude Viseux,French,1927,2008,male
654,Bona,Italian,1926,1992,female
966,Augustin Cardenas,Cuban,1927,2001,male
7114,Chinn Yuen-Yuei,Chinese,1923,1974,non-binary
1375,Sergio Dangelo,Italian,1931,2017,male
1790,Oyvind Fahlstrom,Swedish,1928,1976,male
3377,Juan Langlois,Argentine,1926,1984,male
838,Tadeusz Brzozowski,Polish,1918,1987,male
3740,Paul (Pavel Mansurov) Mansouroff,Russian,1896,1984,male
4302,Rodolfo Nieto,Mexican,1936,1985,male
5193,Emilio Scanavino,Italian,1922,1986,male
5823,Jerzy Tchorzewski,Polish,1928,1999,male
5972,Giulio Turcato,Italian,1912,1995,male
6135,Andre Verlon,Austrian,1917,1993,male
915,Marcelle Cahn,French,1895,1981,female
960,Giuseppe Capogrossi,Italian,1900,1972,male
1563,Jun Dobashi,Japanese,1910,1975,male
1859,Leon Ferrari,Argentine,1920,2013,male
2000,Johnny Friedlaender,German,1912,1992,male
2177,Alberto Gironella,Mexican,1929,1999,male
2766,Hundertwasser (Friedrich Stowasser),Austrian,1928,2000,male
1589,Gustave Dore,French,1832,1883,male
24204,Aleksandr Surikov,Cuban,1985,2035,male
24393,Vera Ivanova,Taiwanese,1851,1926,female
3617,Louis Lozowick,American,1892,1973,male
24223,P. Kharybin,Latvian,1732,1766,female
24130,Ir Shtemberg,Czechoslovakian,1967,2015,non-binary
24183,K. Zotov,Iranian,1818,1843,male
24247,Aleksandr Deneika,Emirati,1811,1839,male
1739,James Ensor,Belgian,1860,1949,male
24216,G. Krastashevskii,Thai,1990,2080,female
2456,Etienne Hajdu,French,1907,1996,male
2902,Paul Jenkins,American,1923,2012,male
6064,Felix Vallotton,French,1865,1925,male
24144,Boris Voronetskii,Icelandic,1724,1776,male
1818,Louis Favre,French,1892,1956,male
2053,Demetrius Emmanuel Galanis,French,1882,1966,male
2158,Eric Gill,British,1882,1940,male
24107,B. Zhukov,Mexican,1963,2040,non-binary
2178,Leon Gischia,French,1903,1976,male
2274,Francisco de Goya,Spanish,1746,1828,male
24164,G. Roslov,Welsh,1918,1942,non-binary
24180,Georgii Fisher,Vietnamese,1863,1883,male
24125,Grigorii Gidoni,Ivorian,1998,2088,male
15146,Issacher Ber Ryback,Kenyan,1793,1831,male
2356,Marcel Gromaire,French,1892,1971,male
3065,Rockwell Kent,American,1882,1971,male
3071,Eugene Nestor de Kermadec,French,1899,1976,male
3261,Abram Krol,French,1919,2001,male
3208,Vladimir Michailovich Konashevich,Russian,1822,1912,male
24385,Aleksandr Deineka,Russian,1899,1969,male
24365,Oleksii Marenkov,Thai,1998,2051,male
3385,Pierre Laprade,French,1875,1931,male
23461,Aleksei Den'shin,Swiss,1926,2006,male
8476,Varvara Rodchenko,Russian,1925,2019,female
24015,V. Kovrigin,Latvian,1841,1876,non-binary
24018,Alexander Liubimov,Russian,1879,1955,male
1686,Edouard-Leon-Louis Edy-Legrand,French,1892,1970,male
23983,Grigorii Zimin,Zimbabwean,1886,1960,male
3721,Edouard Manet,French,1832,1883,male
3753,Leo Marchutz,French,1903,1976,male
23616,T. Balaginaia,Greek,1922,1963,female
23516,Volodymyr Bobryts'kyi,Nicaraguan,1774,1813,male
3782,Albert Marquet,French,1875,1947,male
23996,Vladimir Favorskii,Czech,1896,1918,male
878,Ian Burn,Australian,1939,1993,male
1276,Lucien Coutaud,French,1905,1977,male
23355,Vasyl' Krychevs'kyi,Austrian,1858,1899,male
23468,Ivan Padalka,Israeli,1990,2014,male
24255,Oleksii Usachov,Native American,1785,1859,male
24215,Evgen Mei,Iranian,1749,1835,male
5430,Carlos Silva,Argentine,1930,1987,male
12452,Nikolai Aseev,Burkinabe,1747,1830,male
5881,Walasse Ting,American,1929,2010,male
23925,Serhii Borovyi,Afghan,1938,2014,female
4038,Amedeo Modigliani,Italian,1884,1920,male
23836,Iukhym Mykhailiv,Danish,1923,2017,male
24000,L. Horokh,Argentine,1910,1967,male
24426,K. Turganov,Pakistani,1857,1957,male
23524,Mykola Myshchenko,Palestinian,1878,1959,male
24478,Evgeniia Spas'ka,Ukrainian,1810,1832,female
24346,B. K.,Tanzanian,1789,1826,female
24558,Mykola Pavliuk,Ecuadorian,1917,2003,male
24285,Georgii Tsapok,Latvian,1913,1948,male
24350,Iu Kri'd'n,Norwegian,1815,1864,non-binary
24440,M. E.,Portuguese,1794,1829,female
4113,Richard Mortensen,Danish,1910,1993,male
24049,O. Ruban,Guyanese,1956,2016,female
24369,P. Moskalenko,Georgian,1902,1982,non-binary
24126,Moisei Fradkin,Nigerian,1798,1842,male
24344,A. Rozanova,Norwegian,1735,1827,male
1850,Serge (Comte Serge Jastrebzoff) Ferat,French,1881,1958,male
3947,Jean Metzinger,French,1883,1956,male
24391,M. Kraian,Filipino,1759,1841,female
24131,Vasyl' Sedliar,Salvadoran,1843,1889,male
24388,Mykola Kriukov,Sierra Leonean,1962,2030,non-binary
24163,Ia Rudens'kyi,Burkinabe,1854,1904,male
4763,Jean Puy,French,1876,1960,male
4843,Ruth Reeves,American,1892,1966,female
4869,Pierre-Auguste Renoir,French,1841,1919,male
4924,J.J.J. (Jean-Jacques-Joachim) Rigal,French,1926,1997,male
4978,Auguste Rodin,French,1840,1917,male
23943,Ruvim Mazel,Russian,1890,1964,male
877,David Burliuk,Ukrainian,1882,1967,male
23995,P.A.F.,Norwegian,1914,1996,male
5070,Reuven Rubin,Israeli,1893,1974,male
5207,Bezalel Schatz,Israeli,1913,1984,male
5347,Ismael Gonzalez de la Serna,Spanish,1898,1968,male
24231,E. Shol'te,Taiwanese,1872,1906,non-binary
5359,Mark Severin,Nationality unknown,1995,2017,male
5626,Walter Stein,American,1924,2009,male
5688,Theodore (Stravinsky) Strawinsky,French,1907,1989,male
24395,Andrei Gippius,Korean,1763,1833,male
24214,Tat'iana Mavrina,Icelandic,1868,1903,female
6046,Maurice Utrillo,French,1883,1955,male
6055,Suzanne Valadon,French,1865,1938,female
24098,A. Smolianskii,Spanish,1994,2053,non-binary
24086,Aleksandr Tyshler,Algerian,1883,1978,male
24106,L. Epple,Kenyan,1963,2035,female
23451,Georgii Narbut,Nationality unknown,1966,2025,male
24109,M. A. Zelikson,Turkish,1718,1809,male
6162,Andre Villeboeuf,French,1893,1956,male
23471,Aleksei Grishchenko,Ukrainian,1910,2001,male
6429,Grete Wolf-Krakauer,Israeli,1890,1970,female
6468,Richard Wyndham,British,1896,1948,male
6532,Leon Zack,French,1892,1980,male
5889,Mark Tobey,American,1890,1976,male
6412,Francis Wishart,British,1951,2038,male
4552,Auguste Pequegnot,French,1819,1878,male
1393,Charles Francois Daubigny,French,1817,1878,male
3346,Maxime Lalanne,French,1827,1886,male
3533,Leon Lhermitte,French,1844,1925,male
1504,Leopold Desbrosses,French,1821,1908,male
4704,A. Portier,French,1850,1874,male
1253,Jean-Baptiste-Camille Corot,French,1796,1875,male
1503,Jean Desbrosses,French,1835,1906,male
1817,Andre Favory,French,1888,1937,male
4082,Luc-Albert Moreau,French,1882,1948,male
2165,Wilhelm Gimmi,Swiss,1886,1960,male
1506,Odette des Garets,French,1891,1949,female
521,Jean Berque,French,1896,1954,male
179,Mariano Andreù,Spanish,1888,1976,male
3407,Jean Launois,French,1898,1942,male
691,Rodolphe-Theophile Bosshard,Swiss,1889,1960,male
348,Maurice Barraud,Swiss,1889,1955,male
1387,Jean Gabriel Daragnes,French,1886,1950,male
115,Yves Alix,French,1890,1969,male
3646,Mariette Lydis,Austrian,1890,1970,female
2529,Kiyoshi Hasegawa,Japanese,1891,1980,male
6056,Valdo-Barbey (Valdo-Luis Barbey),French,1883,1965,male
1132,Pierre Eugene Clairin,French,1897,1980,male
3588,Alfred Lombard,French,1884,1973,male
7128,Chas Laborde (Charles Laborde),French,1886,1941,male
4632,Rene Piot,French,1869,1934,male
3759,Andre Mare,French,1885,1932,male
2625,Raymonde Heudebert,French,1905,1991,male
526,Berthold-Mahn (Charles Desire),French,1893,1975,male
4057,Piet Mondrian,Dutch,1872,1944,male
311,Giacomo Balla,Italian,1871,1958,male
3137,Yves Klein,French,1928,1962,male
2791,Henri-Gabriel Ibels,French,1867,1936,male
24085,E. A. Brylov,Venezuelan,1932,2001,male
5551,Giuseppe Spagnulo,Italian,1936,2025,male
5965,Rafael Tufino,American,1922,2008,male
1245,Eugene Corneau,French,1894,1976,male
3699,Lucien Mainssieux,French,1885,1958,male
3750,Marcel-Gaillard (Marcel Gaillard),French,1886,1947,male
3809,L. Marval,French,1866,1939,non-binary
1959,Gabriel Fournier,French,1893,1963,male
6248,Henry de Waroquier,French,1881,1970,male
35875,Charles Martin,French,1884,1934,male
4366,Jean Oberle,French,1900,1961,male
1050,Edmond Ceria,French,1884,1955,male
15688,Pierre Falke,French,1884,1947,male
1397,Hermine David,French,1886,1971,female
24016,V. M. Elin,Yugoslav,1719,1755,male
1872,Charles Filiger,French,1863,1928,male
5320,Armand Seguin,French,1869,1903,male
5056,Henri Rousseau,French,1844,1910,male
2139,Richart Gheym,Nationality unknown,1969,1992,male
2884,Alain Jans,French,1732,1787,male
1761,Georges D'espagnat,French,1870,1950,male
1481,Maurice Delcourt,French,1877,1916,male
4354,Roderic O'Conor,Irish,1860,1940,male
5064,L. Roy,French,1887,1924,female
513,Valere Bernard,French,1860,1936,male
6336,James McNeill Whistler,American,1834,1903,male
768,Andre Breton,French,1896,1966,male
24029,Il'ia Mashkov,Russian,1881,1944,female
23386,Nadezhda Liubavina,Canadian Inuit,1892,1947,female
2467,Peter Halley,American,1953,2030,male
1401,Alan Davie,British,1920,2014,male
5487,Kimber Smith,American,1922,1981,male
14423,Kiki (Kiki O. K.) Kogelnik,Austrian,1935,1997,female
4934,Jean-Paul Riopelle,Canadian,1923,2002,male
2906,Alfred Jensen,American,1903,1981,male
5522,K.R.H. Sonderborg,Danish,1923,2008,male
4858,Reinhoud (Reinhoud D'haese),Belgian,1928,2007,male
4806,Mel Ramos,American,1935,2018,male
724,Mark Boyle,British,1934,1972,male
5856,Andre Thomkins,Swiss,1930,1985,male
8132,Jorge Pardo,American,1963,2018,male
4758,Martin Puryear,American,1941,2029,male
3564,Peter Lipman-Wulf,American,1905,1926,male
4571,Gabor Peterdi,American,1915,2001,male
726,Paul Brach,American,1924,2007,male
8260,Doug Aitken,American,1968,2051,male
8473,Janet Cardiff,Canadian,1957,2027,female
7545,Tracey Emin,British,1963,2061,female
8477,Anna Maria Maiolino,Brazilian,1942,2009,female
8480,Takashi Murakami,Japanese,1962,2004,male
2491,Robert Hansen,American,1924,2013,male
8286,Jason Rhoades,American,1965,2006,male
8043,Ugo Rondinone,Swiss,1964,2035,male
24162,Nisson Shifrin,Russian,1800,1836,male
8484,P. Suvorov,Nationality unknown,1927,1999,female
7673,Fred Tomaselli,American,1956,1976,male
92,Kinji Akagawa,Japanese,1940,1978,male
2107,Gego (Gertrud Goldschmidt),Venezuelan,1912,1994,female
2915,Max Jimenez,Costa Rican,1908,1949,male
324,Rudolf Baranik,American,1920,1998,male
4578,Irving Petlin,American,1934,1961,male
4856,Ad Reinhardt,American,1913,1967,male
5523,Jack Sonenberg,American,1925,2012,male
5720,George Sugarman,American,1912,1999,male
5729,Carol Summers,American,1925,2024,male
6290,David Weinrib,American,1924,2016,male
6526,Adja Yunkers,American,1900,1983,male
876,Paul Burlin,American,1886,1969,male
918,Charles Cajori,American,1921,2003,male
5743,Mark di Suvero,American,1933,1977,male
2223,Leon Golub,American,1922,2004,male
2658,Charles Hinman,American,1932,1995,male
4353,Thom O'Connor,American,1937,1980,male
1278,Wessel Couzijn,Dutch,1912,1984,male
2566,Milton Elting Hebald,American,1917,1955,male
5531,Savely Sorine,Russian,1887,1953,male
466,C. Whitney Bender,American,1929,1962,female
624,Umberto Boccioni,Italian,1882,1916,male
3079,Krishen Khanna,Indian,1925,1960,male
2956,Joan Junyer,American,1904,1994,male
412,Romare Bearden,American,1911,1988,male
588,Ronald Bladen,American,1918,1988,male
870,Charles Burchfield,American,1893,1967,male
463,Ben-Zion,American,1897,1987,male
699,Rene Robert Bouche,American,1905,1963,male
638,Blythe Bohnen,American,1940,1983,female
2309,Morris Graves,American,1910,2001,male
1490,Charles Demuth,American,1883,1935,male
676,Paul-Emile Borduas,Canadian,1905,1960,male
129,Harold Altman,American,1924,2003,male
2675,Hannah Hoch,German,1889,1978,female
233,Lawrence Atkinson,British,1873,1931,male
1329,Ben L. Culwell,American,1918,1992,male
900,Reg Butler,British,1913,1983,male
2632,Nankoku Hidai,Japanese,1912,1999,male
5161,Pasquale Santoro,Italian,1933,1955,male
4308,Gladys Nilsson,American,1940,1967,female
300,Leon Bakst,Russian,1866,1924,male
1391,Sandu Darie,Cuban,1908,1991,male
935,Charles Camoin,French,1879,1965,male
6113,Gene Vass,American,1922,1996,male
3526,Landes Lewitin,American,1892,1966,male
1297,Mario Cravo Junior,Brazilian,1923,2009,male
4666,Rogelio Polesello,Argentine,1939,2014,male
1054,Lynn Chadwick,British,1914,2003,male
317,Balthus (Baltusz Klossowski de Rola),French,1908,2001,male
3332,Gaston Lachaise,American,1882,1935,male
2618,Luis Herrera Guevara,Chilean,1891,1945,male
2722,Dorothy Hood,American,1918,2000,female
1559,Otto Dix,German,1891,1969,male
1717,Eliot Elisofon,American,1911,1973,male
7485,Luis Alberto Wells,Argentine,1940,2036,male
1298,Ralston Crawford,American,1906,1978,male
1871,Pedro Figari,Uruguayan,1861,1938,male
285,John Bageris,American,1924,2000,male
7963,James Castle,American,1900,1977,male
899,Horacio A. Butler,Argentine,1897,1983,male
2773,Dudley Huppler,American,1917,1988,male
2011,Hartmut Friedrich,German,1935,2017,male
1468,Ernesto Deira,Argentine,1928,1986,male
1701,Louis Michel Eilshemius,American,1864,1941,male
7489,Tony Oursler,American,1957,1994,male
2929,Ynez Johnston,American,1920,1941,female
1467,Dorothy Dehner,American,1901,1994,female
2227,Alexander Gonda,German,1905,1977,male
1718,Ronnie Elliott,American,1916,1982,male
1766,Roberto Estopinan,Cuban,1920,2015,male
7715,Helio Oiticica,Brazilian,1937,1980,male
3050,Leon Kelly,American,1901,1982,male
1147,Fabrizio Clerici,Italian,1913,1993,male
1412,Stuart Davis,American,1892,1964,male
3199,Georg Kolbe,German,1877,1947,male
3296,Yasuo Kuniyoshi,American,1889,1953,male
4675,Jackson Pollock,American,1912,1956,male
2457,Otto Herbert Hajek,German,1927,2005,male
3739,Leo Manso,American,1914,1993,male
1933,Ernesto Fontecilla,Chilean,1938,2004,male
2940,Sven Jonson,Swedish,1902,1981,male
3686,Aloisio Lahyre de  Magalhães,Brazilian,1927,1982,male
3183,Fritz Koenig,German,1924,1989,male
2324,Stephen Greene,American,1918,1999,male
578,Arnold Bittleman,American,1933,1985,male
4894,Barbara Chase-Riboud,American,1939,2015,female
3799,Luis Martinez Pedro,Cuban,1910,1990,male
6140,Renzo Vespignani,Italian,1924,2001,male
3525,Wyndham Lewis,British,1882,1957,male
3444,Jan Lebenstein,Polish,1930,1999,male
592,Peter Blake,British,1932,1963,male
1873,Robert Filliou,French,1926,1987,male
4245,Ernst Wilhelm Nay,German,1902,1968,male
4499,David Park,American,1911,1960,male
2104,Sonia Gechtoff,American,1926,2018,female
637,Alexander Bogomazov,Russian,1880,1930,male
7503,Roni Horn,American,1955,2009,female
3770,John Marin,American,1870,1953,male
4376,Richard Oelze,German,1900,1981,male
4716,Richard Pousette-Dart,American,1916,1992,male
7967,Chris Ofili,British,1968,2037,male
4783,Andre Racz,American,1916,1994,male
5375,Dmitri M. Shashurin,Russian,1919,1943,male
3918,Georges Melies,French,1861,1938,male
6591,Anatoly Timofeevich Zverev,Russian,1931,1986,male
2967,Wolf Kahn,American,1927,2020,male
6111,Yuri V. (Mon) Vasiliev,Russian,1925,1990,non-binary
5255,Ernst Schoedsack,American,1898,1979,male
4209,Naoto Nakagawa,Japanese,1944,2028,male
708,Emile-Antoine Bourdelle,French,1861,1929,male
6637,Paul Thek,American,1933,1988,male
4360,Georgia O'Keeffe,American,1887,1986,female
5321,Jochen Seidel,German,1924,1971,male
5234,Julius Schmidt,American,1923,2003,male
4281,Albert Newall,British,1920,1989,male
5932,Hann Trier,German,1915,1999,male
1554,Disney Studios,American,1891,1961,non-binary
909,Paul Cadmus,American,1904,1999,male
6406,Alfred Winter-Rust,German,1923,2000,male
3313,Maximilian Kurzweil,Austrian,1867,1916,male
771,William Brice,American,1921,2008,male
7125,Keith Morrow Martin,American,1911,1983,male
4613,Alton Pickens,American,1917,1991,male
5097,Anne Ryan,American,1889,1954,female
263,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),German,1892,1927,male
4462,Wolfgang Paalen,Austrian,1905,1959,male
1007,Andrea Cascella,Italian,1920,1990,female
5821,Pavel Tchelitchew,American,1898,1957,male
5421,Paul Signac,French,1863,1935,male
4714,Jane Poupelet,French,1878,1932,female
5458,Vasily Yakovlovich Sitnikov,Russian,1915,1987,male
6465,James Wyeth,American,1946,2037,male
3451,Joong Seop Lee,Korean,1916,1956,male
5879,Joe Tilson,British,1928,1984,male
7968,Jim Shaw,American,1952,2024,male
455,George Bellows,American,1882,1925,male
6235,Ernest Walters,American,1927,2004,male
6065,Louis Valtat,French,1869,1952,male
1402,Arthur B. Davies,American,1862,1928,male
623,Marcello Boccacci,Italian,1914,1996,male
5093,Morgan Russell,American,1886,1953,male
617,Peter Blume,American,1906,1992,male
2935,John Paul Jones,American,1924,1999,male
7969,Gary Simmons,American,1964,1994,male
1610,Robert Doxat,Austrian,1930,2004,male
155,William Anastasi,American,1933,1972,male
7464,Bill Traylor,American,1853,1949,male
1177,Pinchas Cohen Gan,Israeli,1942,2011,male
1486,Jean Delville,Belgian,1867,1953,male
5874,Anna Ticho,Israeli,1894,1981,female
733,Dove Bradshaw,American,1949,2003,male
4276,Joshua Neustein,American,1940,2007,male
1537,Preston Dickinson,American,1889,1930,male
1602,Arthur Dove,American,1880,1946,male
4942,Diego Rivera,Mexican,1886,1957,male
1993,Lucian Freud,British,1922,2011,male
737,Emile Branchard,American,1881,1938,male
2097,Henri Gaudier-Brzeska,French,1891,1915,male
6261,Franklin Chenault Watkins,American,1894,1972,male
2134,Moshe Gershuni,Israeli,1936,2017,male
796,Alexander Brook,American,1898,1980,male
6322,H. C. Westermann,American,1922,1981,male
469,Luis Fernando Benedit,Argentine,1937,2011,male
1240,Edward Corbett,American,1919,1971,male
